    0.519324428733672363E+02    0.226175465958621942E+02    0.443188733833361237E+01    0.615403753094918793E+00    0.530545343538067371E+02    0.514745192059833840E+02    0.136856664099940772E+01    0.139996089402163797E+02    0.127750535658073365E-02   -0.473126487731933594E+02
    0.561401628079789887E+02    0.210993989367100454E+02    0.816563552728166187E+01    0.786484446962996686E+00    0.992124509603128075E+02    0.448716272016098401E+02    0.151842677974563678E+01    0.139996448645521365E+02    0.133565331606671014E-02   -0.466706390380859375E+02
    0.397006075023406808E+02    0.112986362633638855E+02    0.799811269600064101E+01    0.171575931088478462E+00    0.777665460156500359E+02    0.575904596984067396E+02    0.144935965365504682E+01    0.139995476240258583E+02    0.188143640945542530E-02   -0.458504409790039062E+02
    0.477307957303791142E+02    0.251516765336968469E+02    0.633728893263861437E+01    0.103186523826291721E+01    0.946510096730339257E+02    0.486091235114849027E+02    0.139499165362476241E+01    0.139992543796667057E+02    0.237103778699729057E-02   -0.455296096801757812E+02
    0.479560468633808981E+02    0.266759288615194485E+02    0.968632256797957680E+01    0.884397562431971318E+00    0.117432118352560252E+03    0.383970771761252152E+02    0.143260240890268342E+01    0.140000568202174840E+02    0.173131242793978174E-02   -0.454684257507324219E+02
    0.629288722785138361E+02    0.233003695276925562E+02    0.754510390983984180E+01    0.671583965758786983E+00    0.101373808042400952E+03    0.263181397679858016E+02    0.136672426103905575E+01    0.139998209525873634E+02    0.232965087545209098E-02   -0.453310546875000000E+02
    0.413157000408967789E+02    0.217116996513619682E+02    0.842375914686890503E+01    0.809392335181567835E+00    0.936209198266836751E+02    0.562739729551568928E+02    0.154866549450408808E+01    0.139994647495118727E+02    0.163036979930215572E-02   -0.451425857543945312E+02
    0.421895940963702998E+02    0.206596740070748979E+02    0.945015052950223833E+01    0.816729853225397373E+00    0.945531109045527245E+02    0.457098673625590521E+02    0.143111814338944132E+01    0.140005789825299658E+02    0.161392503553137775E-02   -0.449921112060546875E+02
    0.565604220277892935E+02    0.136859879262907871E+02    0.108134756379439487E+02    0.632375604536340230E+00    0.117041078367559734E+03    0.151281551831759948E+02    0.120351921718038657E+01    0.140009796535848423E+02    0.243263437686970507E-02   -0.449776725769042969E+02
    0.542292868472184395E+02    0.238449615965787700E+02    0.637205863121058247E+01    0.138344883024942167E+01    0.784997712579641700E+02    0.449905533917128153E+02    0.131255944044972317E+01    0.139996963139652006E+02    0.194042375562554926E-02   -0.449325790405273438E+02
    0.420444165056271331E+02    0.159043056824905662E+02    0.133844644503923451E+02    0.534752577175672261E+00    0.814676134454035576E+02    0.475414536358000817E+02    0.149438372923877427E+01    0.139995615478039657E+02    0.823875843185922405E-03   -0.448592071533203125E+02
    0.648764582874845246E+02    0.173024197491248977E+02    0.915493719811968987E+01    0.630274868937638511E+00    0.986550497854227899E+02    0.507873706755956444E+01    0.125649781576772845E+01    0.140005880782232968E+02    0.198081271377133000E-02   -0.448575096130371094E+02
    0.449231434786850912E+02    0.177131077493336093E+02    0.729144825968263000E+01    0.211492687411616864E+00    0.994907665007103788E+02    0.527343941542371866E+02    0.151028044388162108E+01    0.140002273583651338E+02    0.176771958267803089E-02   -0.448483734130859375E+02
    0.618313466625439645E+02    0.224169371163777171E+02    0.862761051614512198E+01    0.122545778198117561E+01    0.100623885563835699E+03    0.442843085926672875E+00    0.118188512597222939E+01    0.140001304928143888E+02    0.213642591122598351E-02   -0.448004646301269531E+02
    0.459072000223707448E+02    0.208677156569370297E+02    0.835261768980550556E+01    0.106867267732886706E+01    0.604396776177428308E+02    0.401354282245159126E+02    0.125178761580297504E+01    0.140006764195460320E+02    0.184240431496030519E-02   -0.447150001525878906E+02
    0.634111006562566715E+02    0.147060961735274756E+02    0.107440286797669060E+02    0.441265566231666684E+00    0.862071136866705103E+02    0.150383866465531835E+02    0.129581007370557977E+01    0.139993428001099911E+02    0.118314303429748412E-02   -0.446844215393066406E+02
    0.546295506959557500E+02    0.136877357170870280E+02    0.728448619719204071E+01    0.529235587321661094E+00    0.890815315848348348E+02    0.416623734968851025E+02    0.129348542563058366E+01    0.139992851485821674E+02    0.230129396419637318E-02   -0.446283187866210938E+02
    0.446120970714218927E+02    0.246046895092965237E+02    0.978825664287818853E+01    0.731641394360427189E+00    0.802684532850088033E+02    0.497381059995261126E+02    0.159686681607979253E+01    0.139991994487260438E+02    0.961925152081131302E-03   -0.445059928894042969E+02
